ParkCode	Date	Type#	Day	VisitTeam	VisitLeague	VisitGame#	HomeTeam	HomeLeague	HomeGame#	VisitScore	HomeScore	GameLength	Winner	PARK NAME	RUNS	HR	H	2B	3B	BB
CIN09	20150411	0	Sat	SLN	NL	4	CIN	NL	5	4	1	54	SLN	"Great American Ball Park(Cincinnati, Ohio)"	1.115	1.137	1.075	1.043	0.444	1.101
DEN02	20150411	0	Sat	CHN	NL	4	COL	NL	5	9	5	54	CHN	"Coors Field(Denver, Colorado)"	1.436	1.21	1.301	1.235	2	1.057
MIA02	20150411	0	Sat	TBA	AL	5	MIA	NL	5	2	0	54	TBA	"Marlins Park(Miami, Florida)"	0.95	0.74	0.99	0.94	1.226	1.078
MIL06	20150411	0	Sat	PIT	NL	5	MIL	NL	5	0	6	51	MIL	"Miller Park(Milwaukee, Wisconsin)"	1.103	1.432	1.01	1.07	1.161	1.006
PHI13	20150411	0	Sat	WAS	NL	5	PHI	NL	5	2	3	58	PHI	"Citizens Bank Park(Philadelphia, Pennsylvania)"	1.038	1.14	0.977	0.946	0.667	1.049
SAN02	20150411	0	Sat	SFN	NL	6	SDN	NL	6	2	10	51	SDN	"Petco Park(San Diego, California)"	0.931	1.085	0.966	0.956	0.792	0.992
ANA01	20150412	0	Sun	KCA	AL	6	ANA	AL	6	9	2	54	KCA	"Angel Stadium of Anaheim(Anaheim, California)"	0.861	0.921	0.939	0.863	0.739	1.025
BAL12	20150412	0	Sun	TOR	AL	6	BAL	AL	6	10	7	54	TOR	"Oriole Park at Camden Yards(Baltimore, Maryland)"	1.228	1.415	1.121	0.978	0.775	0.936
CHI12	20150412	0	Sun	MIN	AL	6	CHA	AL	6	2	6	51	CHA	"Guaranteed Rate Field(Chicago, Illinois)"	0.904	1.113	0.953	0.873	0.833	1.234
CLE08	20150412	0	Sun	DET	AL	6	CLE	AL	6	8	5	54	DET	"Progressive Field(Cleveland, Ohio)"	1.261	0.986	1.169	1.44	0.774	1.115
NYC21	20150412	0	Sun	BOS	AL	6	NYA	AL	6	4	14	51	NYA	"Yankee Stadium(New York, New York)"	1.022	1.251	0.975	0.887	0.63	1
OAK01	20150412	0	Sun	SEA	AL	6	OAK	AL	7	8	7	60	SEA	"Oakland Coliseum(Oakland, California)"	0.944	0.777	0.964	0.967	1.185	0.906
ARL02	20150412	0	Sun	HOU	AL	6	TEX	AL	7	6	4	84	HOU	"Globe Life Park in Arlington(Arlington, Texas)"	1.141	1.066	1.107	1.102	0.946	1.133
PHO01	20150412	0	Sun	LAN	NL	6	ARI	NL	6	7	4	54	LAN	"Chase Field(Phoenix, Arizona)"	1.062	0.856	1.047	1.207	1.786	1.025
ATL02	20150412	0	Sun	NYN	NL	6	ATL	NL	6	4	3	54	NYN	"Turner Field(Cumberland, Georgia)"	0.937	0.72	0.915	0.971	0.759	1.114
CIN09	20150412	0	Sun	SLN	NL	5	CIN	NL	6	7	5	66	SLN	"Great American Ball Park(Cincinnati, Ohio)"	1.115	1.137	1.075	1.043	0.444	1.101
DEN02	20150412	0	Sun	CHN	NL	5	COL	NL	6	6	5	54	CHN	"Coors Field(Denver, Colorado)"	1.436	1.21	1.301	1.235	2	1.057
MIA02	20150412	0	Sun	TBA	AL	6	MIA	NL	6	8	5	54	TBA	"Marlins Park(Miami, Florida)"	0.95	0.74	0.99	0.94	1.226	1.078
MIL06	20150412	0	Sun	PIT	NL	6	MIL	NL	6	10	2	54	PIT	"Miller Park(Milwaukee, Wisconsin)"	1.103	1.432	1.01	1.07	1.161	1.006
PHI13	20150412	0	Sun	WAS	NL	6	PHI	NL	6	4	3	60	WAS	"Citizens Bank Park(Philadelphia, Pennsylvania)"	1.038	1.14	0.977	0.946	0.667	1.049
SAN02	20150412	0	Sun	SFN	NL	7	SDN	NL	7	4	6	51	SDN	"Petco Park(San Diego, California)"	0.931	1.085	0.966	0.956	0.792	0.992
BAL12	20150413	0	Mon	NYA	AL	7	BAL	AL	7	6	5	54	NYA	"Oriole Park at Camden Yards(Baltimore, Maryland)"	1.228	1.415	1.121	0.978	0.775	0.936
BOS07	20150413	0	Mon	WAS	NL	7	BOS	AL	7	4	9	51	BOS	"Fenway Park(Boston, Massachusetts)"	1.191	0.971	1.103	1.281	1.031	0.92
HOU03	20150413	0	Mon	OAK	AL	8	HOU	AL	7	8	1	54	OAK	"Minute Maid Park(Houston, Texas)"	0.927	1.1	0.954	0.963	1.52	0.951
MIN04	20150413	0	Mon	KCA	AL	7	MIN	AL	7	12	3	54	KCA	"Target Field(Minneapolis, Minnesota)"	0.994	1.058	1.039	0.979	0.816	0.954
ARL02	20150413	0	Mon	ANA	AL	7	TEX	AL	8	6	3	54	ANA	"Globe Life Park in Arlington(Arlington, Texas)"	1.141	1.066	1.107	1.102	0.946	1.133
TOR02	20150413	0	Mon	TBA	AL	7	TOR	AL	7	2	1	54	TBA	"Rogers Centre(Toronto, Ontario)"	0.906	1.005	0.926	1.076	0.958	0.998
ATL02	20150413	0	Mon	MIA	NL	7	ATL	NL	7	2	3	51	ATL	"Turner Field(Cumberland, Georgia)"	0.937	0.72	0.915	0.971	0.759	1.114
CHI11	20150413	0	Mon	CIN	NL	7	CHN	NL	6	6	7	58	CHN	"Wrigley Field(Chicago, Illinois)"	0.95	1.276	0.934	0.794	1.094	1.029
LOS03	20150413	0	Mon	SEA	AL	7	LAN	NL	7	5	6	59	LAN	"Dodger Stadium(Los Angeles, California)"	0.918	1	0.948	1.059	0.643	0.791
NYC20	20150413	0	Mon	PHI	NL	7	NYN	NL	7	0	2	51	NYN	"Citi Field(New York, New York)"	0.87	0.994	0.912	0.934	0.905	0.998
PIT08	20150413	0	Mon	DET	AL	7	PIT	NL	7	4	5	51	PIT	"PNC Park(Pittsburgh, Pennsylvania)"	0.933	1.083	0.962	0.874	0.821	1
SAN02	20150413	0	Mon	ARI	NL	7	SDN	NL	8	8	4	54	ARI	"Petco Park(San Diego, California)"	0.931	1.085	0.966	0.956	0.792	0.992
SFO03	20150413	0	Mon	COL	NL	7	SFN	NL	8	2	0	54	COL	"AT&T Park(San Francisco, California)"	0.845	0.599	0.917	0.841	1.647	0.987
STL10	20150413	0	Mon	MIL	NL	7	SLN	NL	6	5	4	54	MIL	"Busch Stadium(St. Louis, Missouri)"	0.931	0.857	1.055	1.008	1.031	0.924
BAL12	20150414	0	Tue	NYA	AL	8	BAL	AL	8	3	4	51	BAL	"Oriole Park at Camden Yards(Baltimore, Maryland)"	1.228	1.415	1.121	0.978	0.775	0.936
BOS07	20150414	0	Tue	WAS	NL	8	BOS	AL	8	7	8	51	BOS	"Fenway Park(Boston, Massachusetts)"	1.191	0.971	1.103	1.281	1.031	0.92
CLE08	20150414	0	Tue	CHA	AL	7	CLE	AL	7	4	1	54	CHA	"Progressive Field(Cleveland, Ohio)"	1.261	0.986	1.169	1.44	0.774	1.115
HOU03	20150414	0	Tue	OAK	AL	9	HOU	AL	8	4	0	54	OAK	"Minute Maid Park(Houston, Texas)"	0.927	1.1	0.954	0.963	1.52	0.951
ARL02	20150414	0	Tue	ANA	AL	8	TEX	AL	9	2	8	51	TEX	"Globe Life Park in Arlington(Arlington, Texas)"	1.141	1.066	1.107	1.102	0.946	1.133
TOR02	20150414	0	Tue	TBA	AL	8	TOR	AL	8	3	2	54	TBA	"Rogers Centre(Toronto, Ontario)"	0.906	1.005	0.926	1.076	0.958	0.998
ATL02	20150414	0	Tue	MIA	NL	8	ATL	NL	8	8	2	54	MIA	"Turner Field(Cumberland, Georgia)"	0.937	0.72	0.915	0.971	0.759	1.114
CHI11	20150414	0	Tue	CIN	NL	8	CHN	NL	7	3	2	54	CIN	"Wrigley Field(Chicago, Illinois)"	0.95	1.276	0.934	0.794	1.094	1.029
LOS03	20150414	0	Tue	SEA	AL	8	LAN	NL	8	5	6	52	LAN	"Dodger Stadium(Los Angeles, California)"	0.918	1	0.948	1.059	0.643	0.791
NYC20	20150414	0	Tue	PHI	NL	8	NYN	NL	8	5	6	51	NYN	"Citi Field(New York, New York)"	0.87	0.994	0.912	0.934	0.905	0.998
PIT08	20150414	0	Tue	DET	AL	8	PIT	NL	8	2	0	54	DET	"PNC Park(Pittsburgh, Pennsylvania)"	0.933	1.083	0.962	0.874	0.821	1
SAN02	20150414	0	Tue	ARI	NL	8	SDN	NL	9	1	5	51	SDN	"Petco Park(San Diego, California)"	0.931	1.085	0.966	0.956	0.792	0.992
SFO03	20150414	0	Tue	COL	NL	8	SFN	NL	9	4	1	54	COL	"AT&T Park(San Francisco, California)"	0.845	0.599	0.917	0.841	1.647	0.987
BAL12	20150415	0	Wed	NYA	AL	9	BAL	AL	9	5	7	51	BAL	"Oriole Park at Camden Yards(Baltimore, Maryland)"	1.228	1.415	1.121	0.978	0.775	0.936
BOS07	20150415	0	Wed	WAS	NL	9	BOS	AL	9	10	5	54	WAS	"Fenway Park(Boston, Massachusetts)"	1.191	0.971	1.103	1.281	1.031	0.92
CLE08	20150415	0	Wed	CHA	AL	8	CLE	AL	8	2	4	51	CLE	"Progressive Field(Cleveland, Ohio)"	1.261	0.986	1.169	1.44	0.774	1.115
HOU03	20150415	0	Wed	OAK	AL	10	HOU	AL	9	1	6	51	HOU	"Minute Maid Park(Houston, Texas)"	0.927	1.1	0.954	0.963	1.52	0.951
MIN04	20150415	0	Wed	KCA	AL	8	MIN	AL	8	1	3	51	MIN	"Target Field(Minneapolis, Minnesota)"	0.994	1.058	1.039	0.979	0.816	0.954
ARL02	20150415	0	Wed	ANA	AL	9	TEX	AL	10	10	2	54	ANA	"Globe Life Park in Arlington(Arlington, Texas)"	1.141	1.066	1.107	1.102	0.946	1.133
TOR02	20150415	0	Wed	TBA	AL	9	TOR	AL	9	7	12	51	TOR	"Rogers Centre(Toronto, Ontario)"	0.906	1.005	0.926	1.076	0.958	0.998
ATL02	20150415	0	Wed	MIA	NL	9	ATL	NL	9	6	2	54	MIA	"Turner Field(Cumberland, Georgia)"	0.937	0.72	0.915	0.971	0.759	1.114
CHI11	20150415	0	Wed	CIN	NL	9	CHN	NL	8	0	5	51	CHN	"Wrigley Field(Chicago, Illinois)"	0.95	1.276	0.934	0.794	1.094	1.029
LOS03	20150415	0	Wed	SEA	AL	9	LAN	NL	9	2	5	51	LAN	"Dodger Stadium(Los Angeles, California)"	0.918	1	0.948	1.059	0.643	0.791
NYC20	20150415	0	Wed	PHI	NL	9	NYN	NL	9	1	6	51	NYN	"Citi Field(New York, New York)"	0.87	0.994	0.912	0.934	0.905	0.998
PIT08	20150415	0	Wed	DET	AL	9	PIT	NL	9	1	0	54	DET	"PNC Park(Pittsburgh, Pennsylvania)"	0.933	1.083	0.962	0.874	0.821	1
SAN02	20150415	0	Wed	ARI	NL	9	SDN	NL	10	2	3	51	SDN	"Petco Park(San Diego, California)"	0.931	1.085	0.966	0.956	0.792	0.992
SFO03	20150415	0	Wed	COL	NL	9	SFN	NL	10	4	2	54	COL	"AT&T Park(San Francisco, California)"	0.845	0.599	0.917	0.841	1.647	0.987
STL10	20150415	0	Wed	MIL	NL	8	SLN	NL	7	2	4	51	SLN	"Busch Stadium(St. Louis, Missouri)"	0.931	0.857	1.055	1.008	1.031	0.924
MIN04	20150416	0	Thu	KCA	AL	9	MIN	AL	9	5	8	51	MIN	"Target Field(Minneapolis, Minnesota)"	0.994	1.058	1.039	0.979	0.816	0.954
TOR02	20150416	0	Thu	TBA	AL	10	TOR	AL	10	4	2	54	TBA	"Rogers Centre(Toronto, Ontario)"	0.906	1.005	0.926	1.076	0.958	0.998
NYC20	20150416	0	Thu	MIA	NL	10	NYN	NL	10	5	7	51	NYN	"Citi Field(New York, New York)"	0.87	0.994	0.912	0.934	0.905	0.998
SFO03	20150416	0	Thu	ARI	NL	10	SFN	NL	11	7	6	72	ARI	"AT&T Park(San Francisco, California)"	0.845	0.599	0.917	0.841	1.647	0.987
STL10	20150416	0	Thu	MIL	NL	9	SLN	NL	8	0	4	51	SLN	"Busch Stadium(St. Louis, Missouri)"	0.931	0.857	1.055	1.008	1.031	0.924
WAS11	20150416	0	Thu	PHI	NL	10	WAS	NL	10	2	5	51	WAS	"Nationals Park(Washington, D.C.)"	1	1.025	0.992	1.049	0.5	1.043
BOS07	20150417	0	Fri	BAL	AL	10	BOS	AL	10	2	3	52	BOS	"Fenway Park(Boston, Massachusetts)"	1.191	0.971	1.103	1.281	1.031	0.92
DET05	20150417	0	Fri	CHA	AL	9	DET	AL	10	1	2	52	DET	"Comerica Park(Detroit, Michigan)"	0.902	0.791	0.966	0.977	1.353	0.988
HOU03	20150417	0	Fri	ANA	AL	10	HOU	AL	10	6	3	54	ANA	"Minute Maid Park(Houston, Texas)"	0.927	1.1	0.954	0.963	1.52	0.951
KAN06	20150417	0	Fri	OAK	AL	11	KCA	AL	10	4	6	51	KCA	"Kauffman Stadium(Kansas City, Missouri)"	1.019	0.793	0.995	1.221	1.455	0.892
MIN04	20150417	0	Fri	CLE	AL	9	MIN	AL	10	2	3	63	MIN	"Target Field(Minneapolis, Minnesota)"	0.994	1.058	1.039	0.979	0.816	0.954
SEA03	20150417	0	Fri	TEX	AL	11	SEA	AL	10	3	1	54	TEX	"Safeco Field(Seattle, Washington)"	0.878	0.905	0.917	0.829	0.8	0.954
STP01	20150417	0	Fri	NYA	AL	10	TBA	AL	11	5	4	54	NYA	"Tropicana Field(St. Petersburg, Florida)"	0.94	0.962	0.939	0.832	0.704	0.895
TOR02	20150417	0	Fri	ATL	NL	10	TOR	AL	11	8	7	54	ATL	"Rogers Centre(Toronto, Ontario)"	0.906	1.005	0.926	1.076	0.958	0.998
CHI11	20150417	0	Fri	SDN	NL	11	CHN	NL	9	5	4	54	SDN	"Wrigley Field(Chicago, Illinois)"	0.95	1.276	0.934	0.794	1.094	1.029
LOS03	20150417	0	Fri	COL	NL	10	LAN	NL	10	3	7	51	LAN	"Dodger Stadium(Los Angeles, California)"	0.918	1	0.948	1.059	0.643	0.791
NYC20	20150417	0	Fri	MIA	NL	11	NYN	NL	11	1	4	51	NYN	"Citi Field(New York, New York)"	0.87	0.994	0.912	0.934	0.905	0.998
PIT08	20150417	0	Fri	MIL	NL	10	PIT	NL	10	3	6	51	PIT	"PNC Park(Pittsburgh, Pennsylvania)"	0.933	1.083	0.962	0.874	0.821	1
SFO03	20150417	0	Fri	ARI	NL	11	SFN	NL	12	9	0	54	ARI	"AT&T Park(San Francisco, California)"	0.845	0.599	0.917	0.841	1.647	0.987
STL10	20150417	0	Fri	CIN	NL	10	SLN	NL	9	1	6	51	SLN	"Busch Stadium(St. Louis, Missouri)"	0.931	0.857	1.055	1.008	1.031	0.924
WAS11	20150417	0	Fri	PHI	NL	11	WAS	NL	11	2	7	51	WAS	"Nationals Park(Washington, D.C.)"	1	1.025	0.992	1.049	0.5	1.043
BOS07	20150418	0	Sat	BAL	AL	11	BOS	AL	11	4	1	54	BAL	"Fenway Park(Boston, Massachusetts)"	1.191	0.971	1.103	1.281	1.031	0.92
DET05	20150418	0	Sat	CHA	AL	10	DET	AL	11	12	3	54	CHA	"Comerica Park(Detroit, Michigan)"	0.902	0.791	0.966	0.977	1.353	0.988
HOU03	20150418	0	Sat	ANA	AL	11	HOU	AL	11	0	4	51	HOU	"Minute Maid Park(Houston, Texas)"	0.927	1.1	0.954	0.963	1.52	0.951
KAN06	20150418	0	Sat	OAK	AL	12	KCA	AL	11	5	0	54	OAK	"Kauffman Stadium(Kansas City, Missouri)"	1.019	0.793	0.995	1.221	1.455	0.892
MIN04	20150418	0	Sat	CLE	AL	10	MIN	AL	11	4	2	54	CLE	"Target Field(Minneapolis, Minnesota)"	0.994	1.058	1.039	0.979	0.816	0.954
SEA03	20150418	0	Sat	TEX	AL	12	SEA	AL	11	1	3	51	SEA	"Safeco Field(Seattle, Washington)"	0.878	0.905	0.917	0.829	0.8	0.954
STP01	20150418	0	Sat	NYA	AL	11	TBA	AL	12	9	0	54	NYA	"Tropicana Field(St. Petersburg, Florida)"	0.94	0.962	0.939	0.832	0.704	0.895
TOR02	20150418	0	Sat	ATL	NL	11	TOR	AL	12	5	6	57	TOR	"Rogers Centre(Toronto, Ontario)"	0.906	1.005	0.926	1.076	0.958	0.998
CHI11	20150418	0	Sat	SDN	NL	12	CHN	NL	10	6	7	64	CHN	"Wrigley Field(Chicago, Illinois)"	0.95	1.276	0.934	0.794	1.094	1.029
LOS03	20150418	0	Sat	COL	NL	11	LAN	NL	11	3	6	51	LAN	"Dodger Stadium(Los Angeles, California)"	0.918	1	0.948	1.059	0.643	0.791
NYC20	20150418	0	Sat	MIA	NL	12	NYN	NL	12	4	5	51	NYN	"Citi Field(New York, New York)"	0.87	0.994	0.912	0.934	0.905	0.998
PIT08	20150418	0	Sat	MIL	NL	11	PIT	NL	11	2	6	51	PIT	"PNC Park(Pittsburgh, Pennsylvania)"	0.933	1.083	0.962	0.874	0.821	1
SFO03	20150418	0	Sat	ARI	NL	12	SFN	NL	13	1	4	51	SFN	"AT&T Park(San Francisco, California)"	0.845	0.599	0.917	0.841	1.647	0.987
STL10	20150418	0	Sat	CIN	NL	11	SLN	NL	10	2	5	51	SLN	"Busch Stadium(St. Louis, Missouri)"	0.931	0.857	1.055	1.008	1.031	0.924
WAS11	20150418	0	Sat	PHI	NL	12	WAS	NL	12	5	3	54	PHI	"Nationals Park(Washington, D.C.)"	1	1.025	0.992	1.049	0.5	1.043
BOS07	20150419	0	Sun	BAL	AL	12	BOS	AL	12	8	3	54	BAL	"Fenway Park(Boston, Massachusetts)"	1.191	0.971	1.103	1.281	1.031	0.92
DET05	20150419	0	Sun	CHA	AL	11	DET	AL	12	1	9	51	DET	"Comerica Park(Detroit, Michigan)"	0.902	0.791	0.966	0.977	1.353	0.988
HOU03	20150419	0	Sun	ANA	AL	12	HOU	AL	12	3	4	51	HOU	"Minute Maid Park(Houston, Texas)"	0.927	1.1	0.954	0.963	1.52	0.951
KAN06	20150419	0	Sun	OAK	AL	13	KCA	AL	12	2	4	51	KCA	"Kauffman Stadium(Kansas City, Missouri)"	1.019	0.793	0.995	1.221	1.455	0.892
MIN04	20150419	0	Sun	CLE	AL	11	MIN	AL	12	2	7	51	MIN	"Target Field(Minneapolis, Minnesota)"	0.994	1.058	1.039	0.979	0.816	0.954
SEA03	20150419	0	Sun	TEX	AL	13	SEA	AL	12	10	11	53	SEA	"Safeco Field(Seattle, Washington)"	0.878	0.905	0.917	0.829	0.8	0.954
STP01	20150419	0	Sun	NYA	AL	12	TBA	AL	13	5	3	54	NYA	"Tropicana Field(St. Petersburg, Florida)"	0.94	0.962	0.939	0.832	0.704	0.895
TOR02	20150419	0	Sun	ATL	NL	12	TOR	AL	13	5	2	54	ATL	"Rogers Centre(Toronto, Ontario)"	0.906	1.005	0.926	1.076	0.958	0.998
CHI11	20150419	0	Sun	SDN	NL	13	CHN	NL	11	5	2	54	SDN	"Wrigley Field(Chicago, Illinois)"	0.95	1.276	0.934	0.794	1.094	1.029
LOS03	20150419	0	Sun	COL	NL	12	LAN	NL	12	0	7	51	LAN	"Dodger Stadium(Los Angeles, California)"	0.918	1	0.948	1.059	0.643	0.791
NYC20	20150419	0	Sun	MIA	NL	13	NYN	NL	13	6	7	51	NYN	"Citi Field(New York, New York)"	0.87	0.994	0.912	0.934	0.905	0.998
PIT08	20150419	0	Sun	MIL	NL	12	PIT	NL	12	2	5	51	PIT	"PNC Park(Pittsburgh, Pennsylvania)"	0.933	1.083	0.962	0.874	0.821	1
SFO03	20150419	0	Sun	ARI	NL	13	SFN	NL	14	5	1	54	ARI	"AT&T Park(San Francisco, California)"	0.845	0.599	0.917	0.841	1.647	0.987
STL10	20150419	0	Sun	CIN	NL	12	SLN	NL	11	1	2	51	SLN	"Busch Stadium(St. Louis, Missouri)"	0.931	0.857	1.055	1.008	1.031	0.924
WAS11	20150419	0	Sun	PHI	NL	13	WAS	NL	13	1	4	51	WAS	"Nationals Park(Washington, D.C.)"	1	1.025	0.992	1.049	0.5	1.043
ANA01	20150420	0	Mon	OAK	AL	14	ANA	AL	13	6	3	54	OAK	"Angel Stadium of Anaheim(Anaheim, California)"	0.861	0.921	0.939	0.863	0.739	1.025
BOS07	20150420	0	Mon	BAL	AL	13	BOS	AL	13	1	7	39	BOS	"Fenway Park(Boston, Massachusetts)"	1.191	0.971	1.103	1.281	1.031	0.92
CHI12	20150420	0	Mon	CLE	AL	12	CHA	AL	12	3	4	52	CHA	"Guaranteed Rate Field(Chicago, Illinois)"	0.904	1.113	0.953	0.873	0.833	1.234
DET05	20150420	0	Mon	NYA	AL	13	DET	AL	13	1	2	51	DET	"Comerica Park(Detroit, Michigan)"	0.902	0.791	0.966	0.977	1.353	0.988
KAN06	20150420	0	Mon	MIN	AL	13	KCA	AL	13	1	7	51	KCA	"Kauffman Stadium(Kansas City, Missouri)"	1.019	0.793	0.995	1.221	1.455	0.892
SEA03	20150420	0	Mon	HOU	AL	13	SEA	AL	13	7	5	54	HOU	"Safeco Field(Seattle, Washington)"	0.878	0.905	0.917	0.829	0.8	0.954
DEN02	20150420	0	Mon	SDN	NL	14	COL	NL	13	14	3	54	SDN	"Coors Field(Denver, Colorado)"	1.436	1.21	1.301	1.235	2	1.057
MIL06	20150420	0	Mon	CIN	NL	13	MIL	NL	13	6	1	54	CIN	"Miller Park(Milwaukee, Wisconsin)"	1.103	1.432	1.01	1.07	1.161	1.006
PIT08	20150420	0	Mon	CHN	NL	12	PIT	NL	13	5	2	54	CHN	"PNC Park(Pittsburgh, Pennsylvania)"	0.933	1.083	0.962	0.874	0.821	1
ANA01	20150421	0	Tue	OAK	AL	15	ANA	AL	14	1	14	51	ANA	"Angel Stadium of Anaheim(Anaheim, California)"	0.861	0.921	0.939	0.863	0.739	1.025
CHI12	20150421	0	Tue	CLE	AL	13	CHA	AL	13	6	2	54	CLE	"Guaranteed Rate Field(Chicago, Illinois)"	0.904	1.113	0.953	0.873	0.833	1.234
DET05	20150421	0	Tue	NYA	AL	14	DET	AL	14	5	2	54	NYA	"Comerica Park(Detroit, Michigan)"	0.902	0.791	0.966	0.977	1.353	0.988
KAN06	20150421	0	Tue	MIN	AL	14	KCA	AL	14	5	6	51	KCA	"Kauffman Stadium(Kansas City, Missouri)"	1.019	0.793	0.995	1.221	1.455	0.892
SEA03	20150421	0	Tue	HOU	AL	14	SEA	AL	14	6	3	54	HOU	"Safeco Field(Seattle, Washington)"	0.878	0.905	0.917	0.829	0.8	0.954
STP01	20150421	0	Tue	BOS	AL	14	TBA	AL	14	1	0	54	BOS	"Tropicana Field(St. Petersburg, Florida)"	0.94	0.962	0.939	0.832	0.704	0.895
TOR02	20150421	0	Tue	BAL	AL	14	TOR	AL	14	6	13	51	TOR	"Rogers Centre(Toronto, Ontario)"	0.906	1.005	0.926	1.076	0.958	0.998
PHO01	20150421	0	Tue	TEX	AL	14	ARI	NL	14	7	1	54	TEX	"Chase Field(Phoenix, Arizona)"	1.062	0.856	1.047	1.207	1.786	1.025
DEN02	20150421	0	Tue	SDN	NL	15	COL	NL	14	7	6	54	SDN	"Coors Field(Denver, Colorado)"	1.436	1.21	1.301	1.235	2	1.057
MIL06	20150421	0	Tue	CIN	NL	14	MIL	NL	14	16	10	54	CIN	"Miller Park(Milwaukee, Wisconsin)"	1.103	1.432	1.01	1.07	1.161	1.006
NYC20	20150421	0	Tue	ATL	NL	13	NYN	NL	14	1	7	51	NYN	"Citi Field(New York, New York)"	0.87	0.994	0.912	0.934	0.905	0.998
PHI13	20150421	0	Tue	MIA	NL	14	PHI	NL	14	3	7	51	PHI	"Citizens Bank Park(Philadelphia, Pennsylvania)"	1.038	1.14	0.977	0.946	0.667	1.049
PIT08	20150421	0	Tue	CHN	NL	13	PIT	NL	14	9	8	54	CHN	"PNC Park(Pittsburgh, Pennsylvania)"	0.933	1.083	0.962	0.874	0.821	1
SFO03	20150421	0	Tue	LAN	NL	13	SFN	NL	15	2	6	51	SFN	"AT&T Park(San Francisco, California)"	0.845	0.599	0.917	0.841	1.647	0.987
WAS11	20150421	0	Tue	SLN	NL	12	WAS	NL	14	1	2	59	WAS	"Nationals Park(Washington, D.C.)"	1	1.025	0.992	1.049	0.5	1.043
ANA01	20150422	0	Wed	OAK	AL	16	ANA	AL	15	9	2	54	OAK	"Angel Stadium of Anaheim(Anaheim, California)"	0.861	0.921	0.939	0.863	0.739	1.025
CHI12	20150422	0	Wed	CLE	AL	14	CHA	AL	14	0	6	51	CHA	"Guaranteed Rate Field(Chicago, Illinois)"	0.904	1.113	0.953	0.873	0.833	1.234
DET05	20150422	0	Wed	NYA	AL	15	DET	AL	15	13	4	54	NYA	"Comerica Park(Detroit, Michigan)"	0.902	0.791	0.966	0.977	1.353	0.988
KAN06	20150422	0	Wed	MIN	AL	15	KCA	AL	15	3	0	54	MIN	"Kauffman Stadium(Kansas City, Missouri)"	1.019	0.793	0.995	1.221	1.455	0.892
SEA03	20150422	0	Wed	HOU	AL	15	SEA	AL	15	2	3	51	SEA	"Safeco Field(Seattle, Washington)"	0.878	0.905	0.917	0.829	0.8	0.954
STP01	20150422	0	Wed	BOS	AL	15	TBA	AL	15	5	7	51	TBA	"Tropicana Field(St. Petersburg, Florida)"	0.94	0.962	0.939	0.832	0.704	0.895
TOR02	20150422	0	Wed	BAL	AL	15	TOR	AL	15	2	4	51	TOR	"Rogers Centre(Toronto, Ontario)"	0.906	1.005	0.926	1.076	0.958	0.998
PHO01	20150422	0	Wed	TEX	AL	15	ARI	NL	15	5	8	51	ARI	"Chase Field(Phoenix, Arizona)"	1.062	0.856	1.047	1.207	1.786	1.025
DEN02	20150422	0	Wed	SDN	NL	16	COL	NL	15	4	5	52	COL	"Coors Field(Denver, Colorado)"	1.436	1.21	1.301	1.235	2	1.057
MIL06	20150422	0	Wed	CIN	NL	15	MIL	NL	15	2	1	54	CIN	"Miller Park(Milwaukee, Wisconsin)"	1.103	1.432	1.01	1.07	1.161	1.006
NYC20	20150422	0	Wed	ATL	NL	14	NYN	NL	15	2	3	51	NYN	"Citi Field(New York, New York)"	0.87	0.994	0.912	0.934	0.905	0.998
PHI13	20150422	0	Wed	MIA	NL	15	PHI	NL	15	6	1	54	MIA	"Citizens Bank Park(Philadelphia, Pennsylvania)"	1.038	1.14	0.977	0.946	0.667	1.049
PIT08	20150422	0	Wed	CHN	NL	14	PIT	NL	15	3	4	51	PIT	"PNC Park(Pittsburgh, Pennsylvania)"	0.933	1.083	0.962	0.874	0.821	1
SFO03	20150422	0	Wed	LAN	NL	14	SFN	NL	16	2	3	53	SFN	"AT&T Park(San Francisco, California)"	0.845	0.599	0.917	0.841	1.647	0.987
WAS11	20150422	0	Wed	SLN	NL	13	WAS	NL	15	7	5	54	SLN	"Nationals Park(Washington, D.C.)"	1	1.025	0.992	1.049	0.5	1.043
ANA01	20150423	0	Thu	OAK	AL	17	ANA	AL	16	0	2	51	ANA	"Angel Stadium of Anaheim(Anaheim, California)"	0.861	0.921	0.939	0.863	0.739	1.025
CHI12	20150423	0	Thu	KCA	AL	16	CHA	AL	15	3	2	78	KCA	"Guaranteed Rate Field(Chicago, Illinois)"	0.904	1.113	0.953	0.873	0.833	1.234
DET05	20150423	0	Thu	NYA	AL	16	DET	AL	16	2	1	54	NYA	"Comerica Park(Detroit, Michigan)"	0.902	0.791	0.966	0.977	1.353	0.988
STP01	20150423	0	Thu	BOS	AL	16	TBA	AL	16	1	2	52	TBA	"Tropicana Field(St. Petersburg, Florida)"	0.94	0.962	0.939	0.832	0.704	0.895
TOR02	20150423	0	Thu	BAL	AL	16	TOR	AL	16	6	7	51	TOR	"Rogers Centre(Toronto, Ontario)"	0.906	1.005	0.926	1.076	0.958	0.998
