ParkCode	Date	Type#	Day	VisitTeam	VisitLeague	VisitGame#	HomeTeam	HomeLeague	HomeGame#	VisitScore	HomeScore	GameLength	Winner	PARK_NAME	RUNS	HR	H	2B	3B	BB
DET05	20170521	0	Sun	TEX	AL	45	DET	AL	42	5	2	54	TEX	"Comerica Park�(Detroit, Michigan)"	1.169	1.154	1.119	1.129	1.333	0.987
HOU03	20170521	0	Sun	CLE	AL	42	HOU	AL	44	8	6	54	CLE	"Minute Maid Park�(Houston, Texas)"	0.826	1.009	0.9	0.81	0.654	0.927
MIN04	20170521	1	Sun	KCA	AL	42	MIN	AL	39	6	4	54	KCA	"Target Field�(Minneapolis, Minnesota)"	1.095	1.172	1.088	1.081	1.375	1.118
MIN04	20170521	2	Sun	KCA	AL	43	MIN	AL	40	4	8	51	MIN	"Target Field�(Minneapolis, Minnesota)"	1.095	1.172	1.088	1.081	1.375	1.118
OAK01	20170521	0	Sun	BOS	AL	43	OAK	AL	44	12	3	54	BOS	"Oakland Coliseum�(Oakland, California)"	1.103	1.056	1.023	1.108	2.308	1.06
SEA03	20170521	0	Sun	CHA	AL	42	SEA	AL	45	8	1	54	CHA	"Safeco Field�(Seattle, Washington)"	0.917	0.925	0.946	0.885	1.071	1.053
STP01	20170521	0	Sun	NYA	AL	41	TBA	AL	46	3	2	54	NYA	"Tropicana Field�(St. Petersburg, Florida)"	0.902	0.888	0.937	0.837	1.13	0.992
PHO01	20170522	0	Mon	CHA	AL	43	ARI	NL	46	1	5	51	ARI	"Chase Field�(Phoenix, Arizona)"	1.202	1.222	1.088	1.351	1.355	1.026
ATL03	20170522	0	Mon	PIT	NL	45	ATL	NL	42	2	5	51	ATL	"SunTrust Park�(Cumberland, GA)"	0.976	0.951	1.019	1.057	0.722	0.91
CHI11	20170522	0	Mon	SFN	NL	46	CHN	NL	43	6	4	54	SFN	"Wrigley Field�(Chicago, Illinois)"	1.131	1.005	1.049	1.104	1.3	1.074
CIN09	20170522	0	Mon	CLE	AL	43	CIN	NL	44	1	5	51	CIN	"Great American Ball Park�(Cincinnati, Ohio)"	1.02	1.094	0.94	1.007	1.222	1.044
PHI13	20170522	0	Mon	COL	NL	46	PHI	NL	42	8	1	54	COL	"Citizens Bank Park�(Philadelphia, Pennsylvania)"	1.073	1.409	0.999	0.943	1.065	1.067
BAL12	20170522	0	Mon	MIN	AL	41	BAL	AL	43	14	7	54	MIN	"Oriole Park at Camden Yards�(Baltimore, Maryland)"	1.026	1.236	1.034	0.918	0.706	1.097
HOU03	20170522	0	Mon	DET	AL	43	HOU	AL	45	0	1	51	HOU	"Minute Maid Park�(Houston, Texas)"	0.826	1.009	0.9	0.81	0.654	0.927
NYC21	20170522	0	Mon	KCA	AL	44	NYA	AL	42	2	4	51	NYA	"Yankee Stadium�(New York, New York)"	1.019	1.279	0.935	0.811	0.75	0.979
STP01	20170522	0	Mon	ANA	AL	47	TBA	AL	47	3	2	54	ANA	"Tropicana Field�(St. Petersburg, Florida)"	0.902	0.888	0.937	0.837	1.13	0.992
PHO01	20170523	0	Tue	CHA	AL	44	ARI	NL	47	4	5	51	ARI	"Chase Field�(Phoenix, Arizona)"	1.202	1.222	1.088	1.351	1.355	1.026
ATL03	20170523	0	Tue	PIT	NL	46	ATL	NL	43	5	6	53	ATL	"SunTrust Park�(Cumberland, GA)"	0.976	0.951	1.019	1.057	0.722	0.91
CHI11	20170523	0	Tue	SFN	NL	47	CHN	NL	44	1	4	51	CHN	"Wrigley Field�(Chicago, Illinois)"	1.131	1.005	1.049	1.104	1.3	1.074
CIN09	20170523	0	Tue	CLE	AL	44	CIN	NL	45	8	7	54	CLE	"Great American Ball Park�(Cincinnati, Ohio)"	1.02	1.094	0.94	1.007	1.222	1.044
LOS03	20170523	0	Tue	SLN	NL	42	LAN	NL	46	1	2	77	LAN	"Dodger Stadium�(Los Angeles, California)"	0.971	1.005	0.954	0.974	0.6	0.907
MIL06	20170523	0	Tue	TOR	AL	46	MIL	NL	45	4	3	54	TOR	"Miller Park�(Milwaukee, Wisconsin)"	1.094	1.049	1.033	1.155	0.763	1.032
NYC20	20170523	0	Tue	SDN	NL	47	NYN	NL	43	3	9	51	NYN	"Citi Field�(New York, New York)"	0.858	0.798	0.88	0.899	0.7	0.986
PHI13	20170523	0	Tue	COL	NL	47	PHI	NL	43	8	2	54	COL	"Citizens Bank Park�(Philadelphia, Pennsylvania)"	1.073	1.409	0.999	0.943	1.065	1.067
WAS11	20170523	0	Tue	SEA	AL	46	WAS	NL	44	1	10	51	WAS	"Nationals Park�(Washington, D.C.)"	1.057	1.04	1.11	1.075	0.636	0.964
BAL12	20170523	0	Tue	MIN	AL	42	BAL	AL	44	2	0	54	MIN	"Oriole Park at Camden Yards�(Baltimore, Maryland)"	1.026	1.236	1.034	0.918	0.706	1.097
BOS07	20170523	0	Tue	TEX	AL	46	BOS	AL	44	6	11	51	BOS	"Fenway Park�(Boston, Massachusetts)"	1.026	0.824	1.103	1.156	0.75	0.958
HOU03	20170523	0	Tue	DET	AL	44	HOU	AL	46	2	6	51	HOU	"Minute Maid Park�(Houston, Texas)"	0.826	1.009	0.9	0.81	0.654	0.927
NYC21	20170523	0	Tue	KCA	AL	45	NYA	AL	43	6	2	54	KCA	"Yankee Stadium�(New York, New York)"	1.019	1.279	0.935	0.811	0.75	0.979
OAK01	20170523	0	Tue	MIA	NL	44	OAK	AL	45	11	9	54	MIA	"Oakland Coliseum�(Oakland, California)"	1.103	1.056	1.023	1.108	2.308	1.06
STP01	20170523	0	Tue	ANA	AL	48	TBA	AL	48	4	0	54	ANA	"Tropicana Field�(St. Petersburg, Florida)"	0.902	0.888	0.937	0.837	1.13	0.992
PHO01	20170524	0	Wed	CHA	AL	45	ARI	NL	48	6	8	51	ARI	"Chase Field�(Phoenix, Arizona)"	1.202	1.222	1.088	1.351	1.355	1.026
ATL03	20170524	0	Wed	PIT	NL	47	ATL	NL	44	12	5	60	PIT	"SunTrust Park�(Cumberland, GA)"	0.976	0.951	1.019	1.057	0.722	0.91
CHI11	20170524	0	Wed	SFN	NL	48	CHN	NL	45	4	5	51	CHN	"Wrigley Field�(Chicago, Illinois)"	1.131	1.005	1.049	1.104	1.3	1.074
LOS03	20170524	0	Wed	SLN	NL	43	LAN	NL	47	6	1	54	SLN	"Dodger Stadium�(Los Angeles, California)"	0.971	1.005	0.954	0.974	0.6	0.907
MIL06	20170524	0	Wed	TOR	AL	47	MIL	NL	46	8	4	54	TOR	"Miller Park�(Milwaukee, Wisconsin)"	1.094	1.049	1.033	1.155	0.763	1.032
NYC20	20170524	0	Wed	SDN	NL	48	NYN	NL	44	6	5	54	SDN	"Citi Field�(New York, New York)"	0.858	0.798	0.88	0.899	0.7	0.986
PHI13	20170524	0	Wed	COL	NL	48	PHI	NL	44	7	2	54	COL	"Citizens Bank Park�(Philadelphia, Pennsylvania)"	1.073	1.409	0.999	0.943	1.065	1.067
WAS11	20170524	0	Wed	SEA	AL	47	WAS	NL	45	1	5	51	WAS	"Nationals Park�(Washington, D.C.)"	1.057	1.04	1.11	1.075	0.636	0.964
BAL12	20170524	0	Wed	MIN	AL	43	BAL	AL	45	4	3	54	MIN	"Oriole Park at Camden Yards�(Baltimore, Maryland)"	1.026	1.236	1.034	0.918	0.706	1.097
BOS07	20170524	0	Wed	TEX	AL	47	BOS	AL	45	4	9	51	BOS	"Fenway Park�(Boston, Massachusetts)"	1.026	0.824	1.103	1.156	0.75	0.958
CLE08	20170524	0	Wed	CIN	NL	46	CLE	AL	45	4	3	54	CIN	"Progressive Field�(Cleveland, Ohio)"	0.971	0.974	0.988	1.017	0.64	0.931
HOU03	20170524	0	Wed	DET	AL	45	HOU	AL	47	6	3	54	DET	"Minute Maid Park�(Houston, Texas)"	0.826	1.009	0.9	0.81	0.654	0.927
NYC21	20170524	0	Wed	KCA	AL	46	NYA	AL	44	0	3	51	NYA	"Yankee Stadium�(New York, New York)"	1.019	1.279	0.935	0.811	0.75	0.979
OAK01	20170524	0	Wed	MIA	NL	45	OAK	AL	46	1	4	51	OAK	"Oakland Coliseum�(Oakland, California)"	1.103	1.056	1.023	1.108	2.308	1.06
STP01	20170524	0	Wed	ANA	AL	49	TBA	AL	49	2	5	51	TBA	"Tropicana Field�(St. Petersburg, Florida)"	0.902	0.888	0.937	0.837	1.13	0.992
ATL03	20170525	0	Thu	PIT	NL	48	ATL	NL	45	9	4	54	PIT	"SunTrust Park�(Cumberland, GA)"	0.976	0.951	1.019	1.057	0.722	0.91
CHI11	20170525	0	Thu	SFN	NL	49	CHN	NL	46	1	5	51	CHN	"Wrigley Field�(Chicago, Illinois)"	1.131	1.005	1.049	1.104	1.3	1.074
LOS03	20170525	0	Thu	SLN	NL	44	LAN	NL	48	3	7	51	LAN	"Dodger Stadium�(Los Angeles, California)"	0.971	1.005	0.954	0.974	0.6	0.907
MIL06	20170525	0	Thu	ARI	NL	49	MIL	NL	47	4	0	54	ARI	"Miller Park�(Milwaukee, Wisconsin)"	1.094	1.049	1.033	1.155	0.763	1.032
NYC20	20170525	0	Thu	SDN	NL	49	NYN	NL	45	4	3	54	SDN	"Citi Field�(New York, New York)"	0.858	0.798	0.88	0.899	0.7	0.986
PHI13	20170525	0	Thu	COL	NL	49	PHI	NL	45	1	2	64	PHI	"Citizens Bank Park�(Philadelphia, Pennsylvania)"	1.073	1.409	0.999	0.943	1.065	1.067
WAS11	20170525	0	Thu	SEA	AL	48	WAS	NL	46	4	2	54	SEA	"Nationals Park�(Washington, D.C.)"	1.057	1.04	1.11	1.075	0.636	0.964
BOS07	20170525	0	Thu	TEX	AL	48	BOS	AL	46	2	6	51	BOS	"Fenway Park�(Boston, Massachusetts)"	1.026	0.824	1.103	1.156	0.75	0.958
HOU03	20170525	0	Thu	DET	AL	46	HOU	AL	48	6	7	51	HOU	"Minute Maid Park�(Houston, Texas)"	0.826	1.009	0.9	0.81	0.654	0.927
STP01	20170525	0	Thu	ANA	AL	50	TBA	AL	50	0	4	51	TBA	"Tropicana Field�(St. Petersburg, Florida)"	0.902	0.888	0.937	0.837	1.13	0.992
DEN02	20170526	0	Fri	SLN	NL	45	COL	NL	50	0	10	51	COL	"Coors Field�(Denver, Colorado)"	1.332	1.195	1.152	1.175	2.259	1.085
LOS03	20170526	0	Fri	CHN	NL	47	LAN	NL	49	0	4	51	LAN	"Dodger Stadium�(Los Angeles, California)"	0.971	1.005	0.954	0.974	0.6	0.907
MIA02	20170526	0	Fri	ANA	AL	51	MIA	NL	46	5	8	51	MIA	"Marlins Park�(Miami, Florida)"	0.848	0.835	0.907	0.716	1.142	1.041
MIL06	20170526	0	Fri	ARI	NL	50	MIL	NL	48	4	2	60	ARI	"Miller Park�(Milwaukee, Wisconsin)"	1.094	1.049	1.033	1.155	0.763	1.032
PHI13	20170526	0	Fri	CIN	NL	47	PHI	NL	46	5	2	54	CIN	"Citizens Bank Park�(Philadelphia, Pennsylvania)"	1.073	1.409	0.999	0.943	1.065	1.067
PIT08	20170526	0	Fri	NYN	NL	46	PIT	NL	49	8	1	54	NYN	"PNC Park�(Pittsburgh, Pennsylvania)"	0.948	0.86	1.043	1.084	0.634	0.958
SFO03	20170526	0	Fri	ATL	NL	46	SFN	NL	50	2	0	54	ATL	"AT&T Park�(San Francisco, California)"	0.85	0.615	0.968	1.003	1.048	0.938
WAS11	20170526	0	Fri	SDN	NL	50	WAS	NL	47	1	5	51	WAS	"Nationals Park�(Washington, D.C.)"	1.057	1.04	1.11	1.075	0.636	0.964
BOS07	20170526	0	Fri	SEA	AL	49	BOS	AL	47	0	3	51	BOS	"Fenway Park�(Boston, Massachusetts)"	1.026	0.824	1.103	1.156	0.75	0.958
CHI12	20170526	0	Fri	DET	AL	47	CHA	AL	46	2	8	51	CHA	"Guaranteed Rate Field�(Chicago, Illinois)"	1.003	1.162	0.927	0.876	0.816	1.066
CLE08	20170526	0	Fri	KCA	AL	47	CLE	AL	46	6	4	54	KCA	"Progressive Field�(Cleveland, Ohio)"	0.971	0.974	0.988	1.017	0.64	0.931
HOU03	20170526	0	Fri	BAL	AL	46	HOU	AL	49	0	2	51	HOU	"Minute Maid Park�(Houston, Texas)"	0.826	1.009	0.9	0.81	0.654	0.927
MIN04	20170526	0	Fri	TBA	AL	51	MIN	AL	44	5	2	54	TBA	"Target Field�(Minneapolis, Minnesota)"	1.095	1.172	1.088	1.081	1.375	1.118
NYC21	20170526	0	Fri	OAK	AL	47	NYA	AL	45	4	1	54	OAK	"Yankee Stadium�(New York, New York)"	1.019	1.279	0.935	0.811	0.75	0.979
TOR02	20170526	0	Fri	TEX	AL	49	TOR	AL	48	6	7	51	TOR	"Rogers Centre�(Toronto, Ontario)"	0.946	0.923	0.974	1.075	0.937	0.894
DEN02	20170527	0	Sat	SLN	NL	46	COL	NL	51	3	0	54	SLN	"Coors Field�(Denver, Colorado)"	1.332	1.195	1.152	1.175	2.259	1.085
LOS03	20170527	0	Sat	CHN	NL	48	LAN	NL	50	0	5	51	LAN	"Dodger Stadium�(Los Angeles, California)"	0.971	1.005	0.954	0.974	0.6	0.907
MIA02	20170527	0	Sat	ANA	AL	52	MIA	NL	47	5	2	54	ANA	"Marlins Park�(Miami, Florida)"	0.848	0.835	0.907	0.716	1.142	1.041
MIL06	20170527	0	Sat	ARI	NL	51	MIL	NL	49	1	6	51	MIL	"Miller Park�(Milwaukee, Wisconsin)"	1.094	1.049	1.033	1.155	0.763	1.032
PHI13	20170527	0	Sat	CIN	NL	48	PHI	NL	47	3	4	51	PHI	"Citizens Bank Park�(Philadelphia, Pennsylvania)"	1.073	1.409	0.999	0.943	1.065	1.067
PIT08	20170527	0	Sat	NYN	NL	47	PIT	NL	50	4	5	59	PIT	"PNC Park�(Pittsburgh, Pennsylvania)"	0.948	0.86	1.043	1.084	0.634	0.958
SFO03	20170527	0	Sat	ATL	NL	47	SFN	NL	51	3	6	51	SFN	"AT&T Park�(San Francisco, California)"	0.85	0.615	0.968	1.003	1.048	0.938
WAS11	20170527	0	Sat	SDN	NL	51	WAS	NL	48	0	3	51	WAS	"Nationals Park�(Washington, D.C.)"	1.057	1.04	1.11	1.075	0.636	0.964
BOS07	20170527	0	Sat	SEA	AL	50	BOS	AL	48	0	6	51	BOS	"Fenway Park�(Boston, Massachusetts)"	1.026	0.824	1.103	1.156	0.75	0.958
CHI12	20170527	1	Sat	DET	AL	48	CHA	AL	47	0	3	51	CHA	"Guaranteed Rate Field�(Chicago, Illinois)"	1.003	1.162	0.927	0.876	0.816	1.066
CHI12	20170527	2	Sat	DET	AL	49	CHA	AL	48	4	3	54	DET	"Guaranteed Rate Field�(Chicago, Illinois)"	1.003	1.162	0.927	0.876	0.816	1.066
CLE08	20170527	0	Sat	KCA	AL	48	CLE	AL	47	5	2	54	KCA	"Progressive Field�(Cleveland, Ohio)"	0.971	0.974	0.988	1.017	0.64	0.931
HOU03	20170527	0	Sat	BAL	AL	47	HOU	AL	50	2	5	51	HOU	"Minute Maid Park�(Houston, Texas)"	0.826	1.009	0.9	0.81	0.654	0.927
MIN04	20170527	0	Sat	TBA	AL	52	MIN	AL	45	3	5	51	MIN	"Target Field�(Minneapolis, Minnesota)"	1.095	1.172	1.088	1.081	1.375	1.118
NYC21	20170527	0	Sat	OAK	AL	48	NYA	AL	46	2	3	51	NYA	"Yankee Stadium�(New York, New York)"	1.019	1.279	0.935	0.811	0.75	0.979
TOR02	20170527	0	Sat	TEX	AL	50	TOR	AL	49	1	3	51	TOR	"Rogers Centre�(Toronto, Ontario)"	0.946	0.923	0.974	1.075	0.937	0.894
DEN02	20170528	0	Sun	SLN	NL	47	COL	NL	52	4	8	51	COL	"Coors Field�(Denver, Colorado)"	1.332	1.195	1.152	1.175	2.259	1.085
LOS03	20170528	0	Sun	CHN	NL	49	LAN	NL	51	4	9	51	LAN	"Dodger Stadium�(Los Angeles, California)"	0.971	1.005	0.954	0.974	0.6	0.907
MIA02	20170528	0	Sun	ANA	AL	53	MIA	NL	48	2	9	51	MIA	"Marlins Park�(Miami, Florida)"	0.848	0.835	0.907	0.716	1.142	1.041
MIL06	20170528	0	Sun	ARI	NL	52	MIL	NL	50	5	9	51	MIL	"Miller Park�(Milwaukee, Wisconsin)"	1.094	1.049	1.033	1.155	0.763	1.032
PHI13	20170528	0	Sun	CIN	NL	49	PHI	NL	48	8	4	54	CIN	"Citizens Bank Park�(Philadelphia, Pennsylvania)"	1.073	1.409	0.999	0.943	1.065	1.067
PIT08	20170528	0	Sun	NYN	NL	48	PIT	NL	51	7	2	54	NYN	"PNC Park�(Pittsburgh, Pennsylvania)"	0.948	0.86	1.043	1.084	0.634	0.958
SFO03	20170528	0	Sun	ATL	NL	48	SFN	NL	52	1	7	51	SFN	"AT&T Park�(San Francisco, California)"	0.85	0.615	0.968	1.003	1.048	0.938
WAS11	20170528	0	Sun	SDN	NL	52	WAS	NL	49	5	3	54	SDN	"Nationals Park�(Washington, D.C.)"	1.057	1.04	1.11	1.075	0.636	0.964
BOS07	20170528	0	Sun	SEA	AL	51	BOS	AL	49	5	0	54	SEA	"Fenway Park�(Boston, Massachusetts)"	1.026	0.824	1.103	1.156	0.75	0.958
CHI12	20170528	0	Sun	DET	AL	50	CHA	AL	49	3	7	51	CHA	"Guaranteed Rate Field�(Chicago, Illinois)"	1.003	1.162	0.927	0.876	0.816	1.066
CLE08	20170528	0	Sun	KCA	AL	49	CLE	AL	48	1	10	51	CLE	"Progressive Field�(Cleveland, Ohio)"	0.971	0.974	0.988	1.017	0.64	0.931
HOU03	20170528	0	Sun	BAL	AL	48	HOU	AL	51	4	8	51	HOU	"Minute Maid Park�(Houston, Texas)"	0.826	1.009	0.9	0.81	0.654	0.927
MIN04	20170528	0	Sun	TBA	AL	53	MIN	AL	46	8	6	90	TBA	"Target Field�(Minneapolis, Minnesota)"	1.095	1.172	1.088	1.081	1.375	1.118
NYC21	20170528	0	Sun	OAK	AL	49	NYA	AL	47	5	9	51	NYA	"Yankee Stadium�(New York, New York)"	1.019	1.279	0.935	0.811	0.75	0.979
TOR02	20170528	0	Sun	TEX	AL	51	TOR	AL	50	3	1	54	TEX	"Rogers Centre�(Toronto, Ontario)"	0.946	0.923	0.974	1.075	0.937	0.894
DEN02	20170529	0	Mon	SEA	AL	52	COL	NL	53	6	5	54	SEA	"Coors Field�(Denver, Colorado)"	1.332	1.195	1.152	1.175	2.259	1.085
MIA02	20170529	0	Mon	PHI	NL	49	MIA	NL	49	1	4	51	MIA	"Marlins Park�(Miami, Florida)"	0.848	0.835	0.907	0.716	1.142	1.041
NYC20	20170529	0	Mon	MIL	NL	51	NYN	NL	49	2	4	51	NYN	"Citi Field�(New York, New York)"	0.858	0.798	0.88	0.899	0.7	0.986
PIT08	20170529	0	Mon	ARI	NL	53	PIT	NL	52	3	4	51	PIT	"PNC Park�(Pittsburgh, Pennsylvania)"	0.948	0.86	1.043	1.084	0.634	0.958
SAN02	20170529	0	Mon	CHN	NL	50	SDN	NL	53	2	5	51	SDN	"Petco Park�(San Diego, California)"	0.828	0.781	0.887	0.859	1	0.98
SFO03	20170529	0	Mon	WAS	NL	50	SFN	NL	53	3	0	54	WAS	"AT&T Park�(San Francisco, California)"	0.85	0.615	0.968	1.003	1.048	0.938
STL10	20170529	0	Mon	LAN	NL	52	SLN	NL	48	5	1	54	LAN	"Busch Stadium�(St. Louis, Missouri)"	0.889	0.849	0.974	0.957	0.967	1
ANA01	20170529	0	Mon	ATL	NL	49	ANA	AL	54	6	3	54	ATL	"Angel Stadium of Anaheim�(Anaheim, California)"	0.949	0.971	0.998	0.876	0.722	0.815
BAL12	20170529	0	Mon	NYA	AL	48	BAL	AL	49	2	3	51	BAL	"Oriole Park at Camden Yards�(Baltimore, Maryland)"	1.026	1.236	1.034	0.918	0.706	1.097
CHI12	20170529	0	Mon	BOS	AL	50	CHA	AL	50	4	5	51	CHA	"Guaranteed Rate Field�(Chicago, Illinois)"	1.003	1.162	0.927	0.876	0.816	1.066
CLE08	20170529	0	Mon	OAK	AL	50	CLE	AL	49	3	5	51	CLE	"Progressive Field�(Cleveland, Ohio)"	0.971	0.974	0.988	1.017	0.64	0.931
KAN06	20170529	0	Mon	DET	AL	51	KCA	AL	50	10	7	54	DET	"Kauffman Stadium�(Kansas City, Missouri)"	0.926	0.809	0.966	1.078	1.207	0.98
MIN04	20170529	0	Mon	HOU	AL	52	MIN	AL	47	16	8	54	HOU	"Target Field�(Minneapolis, Minnesota)"	1.095	1.172	1.088	1.081	1.375	1.118
ARL02	20170529	0	Mon	TBA	AL	54	TEX	AL	52	10	8	54	TBA	"Globe Life Park in Arlington�(Arlington, Texas)"	1.215	1.127	1.135	1.185	1	1.184
TOR02	20170529	0	Mon	CIN	NL	50	TOR	AL	51	2	17	51	TOR	"Rogers Centre�(Toronto, Ontario)"	0.946	0.923	0.974	1.075	0.937	0.894
DEN02	20170530	0	Tue	SEA	AL	53	COL	NL	54	10	4	54	SEA	"Coors Field�(Denver, Colorado)"	1.332	1.195	1.152	1.175	2.259	1.085
MIA02	20170530	0	Tue	PHI	NL	50	MIA	NL	50	2	7	51	MIA	"Marlins Park�(Miami, Florida)"	0.848	0.835	0.907	0.716	1.142	1.041
NYC20	20170530	0	Tue	MIL	NL	52	NYN	NL	50	4	5	70	NYN	"Citi Field�(New York, New York)"	0.858	0.798	0.88	0.899	0.7	0.986
PIT08	20170530	0	Tue	ARI	NL	54	PIT	NL	53	3	0	54	ARI	"PNC Park�(Pittsburgh, Pennsylvania)"	0.948	0.86	1.043	1.084	0.634	0.958
SAN02	20170530	0	Tue	CHN	NL	51	SDN	NL	54	2	6	51	SDN	"Petco Park�(San Diego, California)"	0.828	0.781	0.887	0.859	1	0.98
SFO03	20170530	0	Tue	WAS	NL	51	SFN	NL	54	6	3	54	WAS	"AT&T Park�(San Francisco, California)"	0.85	0.615	0.968	1.003	1.048	0.938
STL10	20170530	0	Tue	LAN	NL	53	SLN	NL	49	9	4	54	LAN	"Busch Stadium�(St. Louis, Missouri)"	0.889	0.849	0.974	0.957	0.967	1
ANA01	20170530	0	Tue	ATL	NL	50	ANA	AL	55	3	9	51	ANA	"Angel Stadium of Anaheim�(Anaheim, California)"	0.949	0.971	0.998	0.876	0.722	0.815
BAL12	20170530	0	Tue	NYA	AL	49	BAL	AL	50	8	3	54	NYA	"Oriole Park at Camden Yards�(Baltimore, Maryland)"	1.026	1.236	1.034	0.918	0.706	1.097
CHI12	20170530	0	Tue	BOS	AL	51	CHA	AL	51	13	7	54	BOS	"Guaranteed Rate Field�(Chicago, Illinois)"	1.003	1.162	0.927	0.876	0.816	1.066
CLE08	20170530	0	Tue	OAK	AL	51	CLE	AL	50	4	9	51	CLE	"Progressive Field�(Cleveland, Ohio)"	0.971	0.974	0.988	1.017	0.64	0.931
KAN06	20170530	0	Tue	DET	AL	52	KCA	AL	51	0	1	51	KCA	"Kauffman Stadium�(Kansas City, Missouri)"	0.926	0.809	0.966	1.078	1.207	0.98
MIN04	20170530	0	Tue	HOU	AL	53	MIN	AL	48	7	2	54	HOU	"Target Field�(Minneapolis, Minnesota)"	1.095	1.172	1.088	1.081	1.375	1.118
ARL02	20170530	0	Tue	TBA	AL	55	TEX	AL	53	5	9	51	TEX	"Globe Life Park in Arlington�(Arlington, Texas)"	1.215	1.127	1.135	1.185	1	1.184
TOR02	20170530	0	Tue	CIN	NL	51	TOR	AL	52	4	6	51	TOR	"Rogers Centre�(Toronto, Ontario)"	0.946	0.923	0.974	1.075	0.937	0.894
MIA02	20170531	0	Wed	PHI	NL	51	MIA	NL	51	2	10	51	MIA	"Marlins Park�(Miami, Florida)"	0.848	0.835	0.907	0.716	1.142	1.041
NYC20	20170531	0	Wed	MIL	NL	53	NYN	NL	51	7	1	54	MIL	"Citi Field�(New York, New York)"	0.858	0.798	0.88	0.899	0.7	0.986
PIT08	20170531	0	Wed	ARI	NL	55	PIT	NL	54	6	5	84	ARI	"PNC Park�(Pittsburgh, Pennsylvania)"	0.948	0.86	1.043	1.084	0.634	0.958
SAN02	20170531	0	Wed	CHN	NL	52	SDN	NL	55	1	2	51	SDN	"Petco Park�(San Diego, California)"	0.828	0.781	0.887	0.859	1	0.98
SFO03	20170531	0	Wed	WAS	NL	52	SFN	NL	55	3	1	54	WAS	"AT&T Park�(San Francisco, California)"	0.85	0.615	0.968	1.003	1.048	0.938
STL10	20170531	0	Wed	LAN	NL	54	SLN	NL	50	1	2	51	SLN	"Busch Stadium�(St. Louis, Missouri)"	0.889	0.849	0.974	0.957	0.967	1
ANA01	20170531	0	Wed	ATL	NL	51	ANA	AL	56	1	2	51	ANA	"Angel Stadium of Anaheim�(Anaheim, California)"	0.949	0.971	0.998	0.876	0.722	0.815
BAL12	20170531	0	Wed	NYA	AL	50	BAL	AL	51	4	10	51	BAL	"Oriole Park at Camden Yards�(Baltimore, Maryland)"	1.026	1.236	1.034	0.918	0.706	1.097
CHI12	20170531	0	Wed	BOS	AL	52	CHA	AL	52	4	1	54	BOS	"Guaranteed Rate Field�(Chicago, Illinois)"	1.003	1.162	0.927	0.876	0.816	1.066
CLE08	20170531	0	Wed	OAK	AL	52	CLE	AL	51	3	1	54	OAK	"Progressive Field�(Cleveland, Ohio)"	0.971	0.974	0.988	1.017	0.64	0.931
KAN06	20170531	0	Wed	DET	AL	53	KCA	AL	52	6	5	54	DET	"Kauffman Stadium�(Kansas City, Missouri)"	0.926	0.809	0.966	1.078	1.207	0.98
MIN04	20170531	0	Wed	HOU	AL	54	MIN	AL	49	17	6	54	HOU	"Target Field�(Minneapolis, Minnesota)"	1.095	1.172	1.088	1.081	1.375	1.118
SEA03	20170531	0	Wed	COL	NL	55	SEA	AL	54	0	5	51	SEA	"Safeco Field�(Seattle, Washington)"	0.917	0.925	0.946	0.885	1.071	1.053
ARL02	20170531	0	Wed	TBA	AL	56	TEX	AL	54	7	5	60	TBA	"Globe Life Park in Arlington�(Arlington, Texas)"	1.215	1.127	1.135	1.185	1	1.184
TOR02	20170531	0	Wed	CIN	NL	52	TOR	AL	53	4	5	51	TOR	"Rogers Centre�(Toronto, Ontario)"	0.946	0.923	0.974	1.075	0.937	0.894
MIA02	20170601	0	Thu	ARI	NL	56	MIA	NL	52	3	2	54	ARI	"Marlins Park�(Miami, Florida)"	0.848	0.835	0.907	0.716	1.142	1.041
NYC20	20170601	0	Thu	MIL	NL	54	NYN	NL	52	2	1	54	MIL	"Citi Field�(New York, New York)"	0.858	0.798	0.88	0.899	0.7	0.986
STL10	20170601	0	Thu	LAN	NL	55	SLN	NL	51	0	2	51	SLN	"Busch Stadium�(St. Louis, Missouri)"	0.889	0.849	0.974	0.957	0.967	1
ANA01	20170601	0	Thu	MIN	AL	50	ANA	AL	57	4	2	54	MIN	"Angel Stadium of Anaheim�(Anaheim, California)"	0.949	0.971	0.998	0.876	0.722	0.815
BAL12	20170601	0	Thu	BOS	AL	53	BAL	AL	52	5	7	51	BAL	"Oriole Park at Camden Yards�(Baltimore, Maryland)"	1.026	1.236	1.034	0.918	0.706	1.097
CLE08	20170601	0	Thu	OAK	AL	53	CLE	AL	52	0	8	51	CLE	"Progressive Field�(Cleveland, Ohio)"	0.971	0.974	0.988	1.017	0.64	0.931
SEA03	20170601	0	Thu	COL	NL	56	SEA	AL	55	6	3	54	COL	"Safeco Field�(Seattle, Washington)"	0.917	0.925	0.946	0.885	1.071	1.053
TOR02	20170601	0	Thu	NYA	AL	51	TOR	AL	54	12	2	54	NYA	"Rogers Centre�(Toronto, Ontario)"	0.946	0.923	0.974	1.075	0.937	0.894
CHI11	20170602	0	Fri	SLN	NL	52	CHN	NL	53	2	3	51	CHN	"Wrigley Field�(Chicago, Illinois)"	1.131	1.005	1.049	1.104	1.3	1.074
